WP_000002996.1	iNF517.LLMG_RS11470	68.4	237	75	0	1	237	1	237	4.40e-113	323
WP_000002996.1	iYO844.BSU16510	65.0	237	83	0	1	237	1	237	2.58e-110	317
WP_000002996.1	iYS854.USA300HOU_RS06340	62.0	234	89	0	5	238	6	239	7.26e-103	298
WP_000002996.1	iAF987.Gmet_1252	62.0	237	89	1	1	237	1	236	1.90e-100	291
WP_000003934.1	iNF517.LLMG_RS10795	76.4	394	91	1	1	392	1	394	9.62e-204	566
WP_000003934.1	iYO844.BSU30550	66.0	391	132	1	4	393	5	395	2.75e-182	511
WP_000003934.1	iYS854.USA300HOU_RS09495	65.4	396	137	0	1	396	2	397	7.05e-182	510
WP_000005012.1	iIT341.HP1171	58.5	241	100	0	5	245	4	244	1.11e-98	288
WP_000006144.1	iNF517.LLMG_RS10075	45.2	197	98	5	29	220	18	209	9.38e-45	148
WP_000008792.1	iCN900.CD630_05910	33.3	648	417	4	40	683	51	687	1.23e-125	388
WP_000010163.1	iNF517.LLMG_RS08760	73.7	319	81	2	1	318	1	317	1.60e-160	450
WP_000011009.1	iYS854.USA300HOU_RS07595	23.4	333	226	9	28	350	19	332	3.20e-11	64.7
WP_000011793.1	iNF517.LLMG_RS08750	81.6	830	150	2	4	833	3	829	0.0	1409
WP_000013420.1	iNF517.LLMG_RS11575	56.4	314	128	6	4	312	3	312	1.64e-110	323
WP_000013420.1	iHN637.CLJU_RS07500	52.5	314	143	4	1	312	1	310	9.41e-102	300
WP_000013420.1	iNF517.LLMG_RS11580	52.1	311	144	5	5	312	4	312	9.34e-100	295
WP_000017791.1	iYS854.USA300HOU_RS09315	27.6	544	364	9	8	527	3	540	1.20e-52	187
WP_000018264.1	iNF517.LLMG_RS12290	80.6	449	86	1	1	449	1	448	3.19e-265	726
WP_000020992.1	STM_v1_0.STM1830	34.8	155	99	2	1	153	161	315	1.81e-26	101
WP_000020992.1	iML1515.b1817	35.5	155	98	2	1	153	162	316	5.00e-26	100
WP_000020992.1	iSbBS512_1146.SbBS512_E2083	35.5	155	98	2	1	153	162	316	5.00e-26	100
WP_000020992.1	iSF_1195.SF1411	35.5	155	98	2	1	153	162	316	5.00e-26	100
WP_000020992.1	iSSON_1240.SSON_1343	35.5	155	98	2	1	153	162	316	5.00e-26	100
WP_000020992.1	iPC815.YPO1758	34.5	148	96	1	1	147	163	310	1.38e-25	99.0
WP_000020992.1	iYO844.BSU27060	32.4	148	99	1	1	147	1	148	5.62e-26	96.3
WP_000020992.1	iYL1228.KPN_02333	33.5	155	101	2	1	153	162	316	3.78e-24	95.1
WP_000020992.1	iCN900.CD630_30680	28.8	156	110	1	2	156	5	160	1.19e-24	92.8
WP_000021975.1	iNF517.LLMG_RS03765	81.4	328	61	0	1	328	1	328	5.02e-188	520
WP_000022084.1	iNF517.LLMG_RS08050	75.1	233	55	2	4	236	5	234	7.71e-120	340
WP_000022268.1	iIT341.HP1576	37.9	224	138	1	3	225	2	225	2.72e-50	166
WP_000022268.1	STM_v1_0.STM0247	40.1	227	132	2	3	225	1	227	8.03e-50	165
WP_000022268.1	iCN900.CD630_14890	40.0	210	125	1	10	218	7	216	9.24e-50	164
WP_000022268.1	iYL1228.KPN_00213	40.1	227	132	2	3	225	1	227	2.24e-49	164
WP_000022268.1	iSbBS512_1146.SbBS512_E0193	39.6	227	133	2	3	225	1	227	2.47e-48	161
WP_000022268.1	iSSON_1240.SSON_0213	39.6	227	133	2	3	225	1	227	2.47e-48	161
WP_000022268.1	iML1515.b0199	39.2	227	134	2	3	225	1	227	3.47e-48	161
WP_000022268.1	iSDY_1059.SDY_0218	39.2	227	134	2	3	225	1	227	4.89e-48	160
WP_000022268.1	iSF_1195.SF0190	39.6	227	133	2	3	225	1	227	9.70e-48	160
WP_000022268.1	iYO844.BSU32750	38.7	222	132	2	3	220	1	222	1.30e-47	159
WP_000022268.1	iPC815.YPO1073	39.6	227	133	2	3	225	1	227	1.92e-47	159
WP_000022268.1	iML1515.b1917	37.5	224	133	3	1	218	1	223	7.75e-47	155
WP_000022268.1	iYS854.USA300HOU_RS02325	37.7	220	133	2	3	218	1	220	3.09e-45	153
WP_000022268.1	iJN1463.PP_0220	37.3	201	125	1	19	218	49	249	8.11e-45	153
WP_000022268.1	iYS854.USA300HOU_RS04405	36.4	220	136	2	3	218	1	220	8.59e-45	152
WP_000022268.1	iCN900.CD630_19470	39.1	220	128	4	4	218	10	228	6.64e-46	152
WP_000022572.1	iAF987.Gmet_2349	32.1	498	336	2	74	570	73	569	1.32e-86	279
WP_000022572.1	iPC815.YPO1395	32.1	492	322	5	84	565	85	574	2.83e-77	255
WP_000022715.1	iNF517.LLMG_RS03760	62.2	267	100	1	2	267	4	270	5.84e-110	318
WP_000022748.1	iCN900.CD630_23700	52.2	270	124	2	17	285	2	267	8.76e-86	257
WP_000022748.1	iAF987.Gmet_1988	48.9	270	136	1	13	282	4	271	1.29e-81	247
WP_000022813.1	iNF517.LLMG_RS03215	88.3	435	48	2	1	434	1	433	2.20e-276	753
WP_000022813.1	iYS854.USA300HOU_RS04205	81.2	436	78	2	1	434	1	434	1.76e-250	687
WP_000022879.1	iLJ478.TM1137	23.1	294	165	12	35	301	64	323	2.61e-08	54.3
WP_000023507.1	iML1515.b3697	48.3	269	138	1	1	268	1	269	2.61e-84	253
WP_000025400.1	iJN1463.PP_0118	33.3	171	106	4	342	506	24	192	5.92e-19	86.3
WP_000025400.1	iAF692.Mbar_A1219	27.5	240	147	6	1	236	1	217	2.77e-17	84.0
WP_000025400.1	iYO844.BSU33160	28.8	219	131	5	4	218	1	198	3.44e-17	83.6
WP_000025400.1	iCN900.CD630_04310	20.6	519	319	21	4	498	5	454	3.13e-16	80.9
WP_000025400.1	iYS854.USA300HOU_RS08305	25.0	224	143	6	3	223	10	211	1.09e-16	79.7
WP_000026610.1	iCN900.CD630_32770	32.8	180	115	4	29	206	28	203	1.21e-18	82.4
WP_000026610.1	iSF_1195.SF3169	32.7	211	125	5	1	203	1	202	2.08e-17	79.0
WP_000026645.1	iCN900.CD630_17290	38.4	537	322	5	6	538	1	532	8.32e-119	360
WP_000026645.1	iCN900.CD630_32860	36.3	551	326	5	6	543	1	539	8.11e-107	330
WP_000027902.1	iNF517.LLMG_RS04795	68.8	253	79	0	3	255	6	258	5.98e-121	345
WP_000029269.1	iHN637.CLJU_RS01130	36.4	143	88	1	1	140	1	143	3.10e-24	90.9
WP_000029269.1	iCN900.CD630_23200	36.2	141	87	1	1	138	1	141	9.57e-23	87.0
WP_000029269.1	iNF517.LLMG_RS04880	32.9	143	93	1	1	140	1	143	3.09e-21	83.2
WP_000029866.1	iNF517.LLMG_RS02585	74.6	303	76	1	3	305	4	305	5.46e-156	437
WP_000031087.1	iNF517.LLMG_RS11690	76.2	483	115	0	1	483	1	483	1.73e-278	762
WP_000031963.1	iNF517.LLMG_RS10955	71.1	357	103	0	7	363	5	361	1.53e-185	517
WP_000032175.1	iNF517.LLMG_RS12325	75.1	881	214	2	1	879	1	878	0.0	1333
WP_000032347.1	iYS854.USA300HOU_RS06935	30.7	306	174	6	108	412	46	314	6.27e-36	134
WP_000032460.1	iCN900.CD630_18240	42.4	898	483	13	6	890	5	881	6.56e-209	617
WP_000032460.1	iAF987.Gmet_1614	44.7	889	460	13	9	889	2	866	8.15e-200	593
WP_000032460.1	iAF692.Mbar_A0500	40.6	932	488	13	10	894	2	914	9.35e-198	589
WP_000032460.1	iCN900.CD630_25030	41.6	895	485	15	11	889	3	875	1.26e-194	580
WP_000032460.1	iYO844.BSU15650	41.7	887	480	14	10	874	3	874	3.49e-194	579
WP_000032550.1	iCN900.CD630_35980	47.6	145	73	1	7	151	4	145	2.77e-46	147
WP_000033106.1	iNF517.LLMG_RS08060	68.9	408	120	2	3	403	4	411	4.80e-204	567
WP_000033362.1	iNF517.LLMG_RS02125	62.2	201	76	0	4	204	3	203	8.17e-87	254
WP_000033830.1	iHN637.CLJU_RS05135	26.2	141	90	3	96	234	163	291	4.22e-10	61.2
WP_000034665.1	STM_v1_0.STM0659	35.9	488	289	9	5	483	8	480	1.93e-86	279
WP_000034665.1	iML1515.b0650	36.4	470	257	10	5	456	8	453	2.99e-83	271
WP_000034665.1	iSSON_1240.SSON_0604	36.4	470	257	10	5	456	8	453	4.19e-83	270
WP_000034665.1	iSbBS512_1146.SbBS512_E0599	36.2	470	258	10	5	456	8	453	2.26e-82	268
WP_000036043.1	iNF517.LLMG_RS10000	75.5	310	74	1	3	310	4	313	2.19e-162	454
WP_000036661.1	iYS854.USA300HOU_RS06160	48.5	555	278	3	1	555	2	548	3.36e-174	503
WP_000036793.1	iNF517.LLMG_RS02085	48.8	459	218	5	3	458	2	446	6.82e-144	418
WP_000038659.1	STM_v1_0.STM2188	29.9	164	99	4	100	259	98	249	2.11e-11	63.9
WP_000038659.1	iML1515.b2148	29.9	164	99	4	100	259	98	249	3.80e-11	63.2
WP_000038659.1	iSbBS512_1146.SbBS512_E0823	29.9	164	99	4	100	259	98	249	3.80e-11	63.2
WP_000038659.1	iSF_1195.SF2233	29.9	164	99	4	100	259	98	249	3.80e-11	63.2
WP_000038659.1	iSSON_1240.SSON_2204	29.9	164	99	4	100	259	98	249	3.80e-11	63.2
WP_000038659.1	iYL1228.KPN_02586	30.7	166	95	4	100	259	98	249	9.14e-11	62.0
WP_000038659.1	iYL1228.KPN_04624	23.3	305	202	9	53	350	58	337	9.62e-10	58.9
WP_000038726.1	iNF517.LLMG_RS07455	73.3	300	79	1	2	300	3	302	3.35e-163	456
WP_000038726.1	iCN900.CD630_24330	67.9	287	92	0	5	291	1	287	4.79e-150	422
WP_000039196.1	iCN900.CD630_24930	30.8	214	137	6	464	670	5	214	3.55e-16	82.8
WP_000039617.1	iML1515.b3713	41.7	103	55	4	1	98	1	103	3.45e-14	67.0
WP_000040908.1	iYS854.USA300HOU_RS08170	31.4	366	226	7	1	357	1	350	1.53e-55	185
WP_000041344.1	iNF517.LLMG_RS02240	42.7	431	233	4	8	428	8	434	1.16e-121	360
WP_000043309.1	iNF517.LLMG_RS04950	67.1	231	76	0	5	235	6	236	1.77e-109	314
WP_000046997.1	iNF517.LLMG_RS11210	59.0	385	157	1	9	392	13	397	2.16e-151	433
WP_000048088.1	iNF517.LLMG_RS11610	68.5	444	139	1	1	444	1	443	9.42e-232	640
WP_000049768.1	iCN900.CD630_32620	46.2	266	141	2	5	269	8	272	1.60e-63	200
WP_000058033.1	iNF517.LLMG_RS07415	74.8	274	69	0	1	274	1	274	1.30e-151	424
WP_000058203.1	iAF987.Gmet_0304	35.1	797	473	9	120	898	161	931	4.47e-135	426
WP_000058203.1	iSynCJ816.SGL_RS11290	30.6	1026	564	24	8	898	22	1034	1.33e-123	399
WP_000058257.1	iYO844.BSU17890	56.6	662	273	8	4	655	7	664	1.50e-256	721
WP_000058257.1	iYS854.USA300HOU_RS06830	55.1	664	275	8	5	655	9	662	6.77e-249	701
WP_000058257.1	iNF517.LLMG_RS04440	54.8	666	269	13	5	655	9	657	2.55e-240	679
WP_000058257.1	iSynCJ816.SGL_RS05660	53.9	660	292	9	5	655	12	668	2.91e-237	672
WP_000061641.1	iAF987.Gmet_2444	30.1	136	68	5	163	290	24	140	1.07e-04	44.3
WP_000061641.1	iCN900.CD630_32740	26.9	134	80	6	160	291	1	118	1.84e-04	43.5
WP_000061641.1	iPC815.YPO0132	27.5	138	77	6	163	292	6	128	4.43e-04	42.4
WP_000062224.1	STM_v1_0.STM3560	58.3	235	97	1	2	236	4	237	2.07e-87	258
