NP_387890.1	iYO844.BSU00090	100	488	0	0	1	488	1	488	0.0	942
NP_387891.1	iJN1463.PP_4803	33.1	399	219	13	35	431	32	384	1.63e-42	154
NP_387891.1	STM_v1_0.STM0863	32.5	412	225	10	35	443	34	395	2.99e-40	148
NP_387891.1	iSDY_1059.SDY_0841	32.8	409	222	10	38	443	37	395	7.96e-40	147
NP_387891.1	iML1515.b0839	32.0	409	225	10	38	443	37	395	4.07e-39	145
NP_387891.1	iSbBS512_1146.SbBS512_E2506	31.8	409	226	10	38	443	37	395	2.08e-38	143
NP_387891.1	iYL1228.KPN_00871	32.0	413	228	11	34	443	33	395	2.79e-37	140
NP_387892.1	iYO844.BSU00110	100	294	0	0	1	294	1	294	6.98e-205	560
NP_387893.1	iYO844.BSU00120	100	196	0	0	1	196	1	196	6.31e-141	390
NP_387894.1	iAF987.Gmet_3528	62.7	418	154	2	1	418	1	416	7.33e-186	523
NP_387894.1	iCN900.CD630_00140	62.9	418	155	0	1	418	1	418	3.32e-177	501
NP_387894.1	iHN637.CLJU_RS00085	58.9	426	173	1	1	424	1	426	1.05e-176	499
NP_387894.1	iNF517.LLMG_RS03735	60.2	425	166	3	1	424	1	423	2.55e-174	493
NP_387895.1	iYO844.BSU00140	100	217	0	0	1	217	1	217	8.19e-161	442
NP_387896.1	iYO844.BSU00150	100	207	0	0	1	207	1	207	2.55e-150	415
NP_387898.1	iLJ478.TM0475	28.7	171	117	3	6	171	42	212	1.35e-15	71.2
NP_387899.1	iYO844.BSU00180	100	161	0	0	1	161	1	161	6.88e-112	314
NP_387908.1	iYO844.BSU00270	100	480	0	0	1	480	1	480	0.0	946
NP_387909.2	iYO844.BSU00280	100	212	0	0	1	212	1	212	4.37e-149	412
NP_387919.1	iYO844.BSU00380	100	664	0	0	1	664	1	664	0.0	1326
NP_387923.1	iAM_Pb448.PBANKA_146280	28.9	318	155	6	12	266	136	445	1.40e-28	113
NP_387923.1	iAM_Pc455.PCYB_147430	27.8	324	165	7	20	288	11	320	1.47e-28	111
NP_387923.1	iAM_Pv461.PVX_101390	33.2	193	121	3	51	243	275	459	4.67e-27	109
NP_387923.1	iAM_Pf480.PF3D7_1249900	33.2	196	122	3	51	243	390	579	4.23e-26	107
NP_387927.1	iYO844.BSU00460	100	289	0	0	1	289	1	289	8.54e-208	567
NP_387928.1	iCN900.CD630_35170	44.8	252	139	0	1	252	1	252	7.56e-78	238
NP_387929.1	iML1515.b1010	33.0	112	74	1	12	122	13	124	8.65e-18	73.2
NP_387929.1	iSDY_1059.SDY_0985	33.0	112	74	1	12	122	13	124	8.65e-18	73.2
NP_387929.1	iSF_1195.SF1013	32.1	112	75	1	12	122	13	124	3.84e-16	68.9
NP_387931.1	iYO844.BSU00500	100	456	0	0	1	456	1	456	1.98e-311	843
NP_387932.1	iYO844.BSU00510	100	317	0	0	1	317	1	317	3.28e-226	616
NP_387938.1	iYS854.USA300HOU_RS09315	24.2	458	311	10	14	437	9	464	1.10e-23	104
NP_387939.1	iHN637.CLJU_RS20535	41.7	482	274	5	5	483	2	479	4.37e-121	362
NP_387939.1	iCN900.CD630_34970	43.1	492	256	9	3	483	2	480	7.18e-120	359
NP_387944.1	iHN637.CLJU_RS10465	45.1	71	38	1	5	74	562	632	1.23e-11	60.1
NP_387949.1	iYO844.BSU00680	100	180	0	0	1	180	1	180	9.09e-124	345
NP_387950.1	iAT_PLT_636.4905	35.8	232	123	6	183	395	242	466	3.23e-30	126
NP_387950.1	iMM1415.18195	35.8	232	123	6	183	395	242	466	3.23e-30	126
NP_387951.2	iCN900.CD630_35550	60.8	255	99	1	1	254	1	255	2.82e-107	310
NP_387951.2	iAF987.Gmet_1986	56.7	254	110	0	1	254	1	254	1.98e-102	298
NP_387951.2	iHN637.CLJU_RS20455	56.2	258	109	1	1	254	1	258	8.13e-98	286
NP_387954.1	iYO844.BSU00730	100	308	0	0	1	308	1	308	4.12e-220	600
NP_387955.1	iYO844.BSU00740	100	470	0	0	1	470	1	470	0.0	929
NP_387956.1	iYO844.BSU00750	100	194	0	0	1	194	1	194	3.81e-141	390
NP_387957.1	iYO844.BSU00760	100	293	0	0	1	293	1	293	5.85e-217	590
NP_387958.1	iYO844.BSU00770	100	285	0	0	1	285	1	285	6.26e-208	567
NP_387959.1	iYO844.BSU00780	100	120	0	0	1	120	1	120	1.06e-84	242
NP_387960.1	iYO844.BSU00790	100	167	0	0	1	167	1	167	2.47e-117	328
NP_387962.1	iYO844.BSU15540	22.2	234	151	6	30	243	58	280	1.02e-08	55.5
NP_387963.1	iYS854.USA300HOU_RS02655	74.8	493	122	1	9	499	3	495	9.04e-271	744
NP_387966.1	iCHOv1.100754659	29.0	245	152	6	25	252	159	398	3.27e-20	90.9
NP_387966.1	iMM1415.12709	28.4	250	155	7	21	252	122	365	9.61e-19	86.3
NP_387967.1	iCN900.CD630_20200	45.4	876	382	12	5	803	5	861	6.81e-245	705
NP_387971.1	iYO844.BSU00900	100	232	0	0	1	232	1	232	9.85e-165	453
NP_387972.1	iYO844.BSU00910	100	158	0	0	1	158	1	158	1.64e-113	318
NP_387973.1	iYO844.BSU00920	100	483	0	0	1	483	1	483	0.0	962
NP_387974.1	iYO844.BSU00930	100	217	0	0	1	217	1	217	5.96e-154	425
NP_387975.1	iYS854.USA300HOU_RS02790	64.2	466	163	2	3	465	2	466	4.66e-215	600
NP_387987.1	iAM_Pb448.PBANKA_140160	25.4	169	94	4	23	166	20	181	3.27e-06	45.8
NP_387987.1	iAM_Pv461.PVX_121995	23.4	154	92	3	63	191	53	205	4.92e-05	42.4
NP_387993.2	iEK1008.Rv0684	62.1	692	256	4	7	692	10	701	6.11e-301	837
NP_387993.2	iSynCJ816.SGL_RS10930	60.2	691	273	2	1	691	1	689	1.62e-298	830
NP_387994.1	iSynCJ816.SGL_RS10925	72.4	399	103	3	1	394	1	397	4.56e-209	579
NP_388018.1	iYO844.BSU01370	100	217	0	0	1	217	1	217	9.57e-160	439
NP_388019.1	iSynCJ816.SGL_RS14930	50.8	246	115	3	5	246	32	275	2.29e-82	247
NP_388019.1	iSynCJ816.SGL_RS14865	50.0	240	119	1	8	246	11	250	1.10e-76	232
NP_388019.1	iSynCJ816.SGL_RS16015	46.2	251	129	2	2	246	22	272	1.73e-75	229
NP_388026.2	iCN900.CD630_01000	49.6	276	137	2	4	277	2	277	2.45e-87	261
NP_388026.2	iYS854.USA300HOU_RS12035	51.3	273	127	2	2	274	3	269	2.16e-86	258
NP_388027.1	iCN900.CD630_01010	49.1	271	133	4	4	272	17	284	1.54e-84	254
NP_388027.1	iYS854.USA300HOU_RS12030	41.5	272	158	1	3	274	16	286	4.01e-79	240
NP_388028.2	iCN900.CD630_01020	50.2	261	128	2	1	260	1	260	3.46e-83	249
NP_388028.2	iYS854.USA300HOU_RS12025	45.8	264	143	0	1	264	1	264	3.81e-80	242
NP_388029.2	iYS854.USA300HOU_RS12020	46.3	246	130	1	1	246	1	244	2.01e-72	221
NP_388034.1	iYO844.BSU01530	100	237	0	0	1	237	1	237	5.95e-173	474
NP_388038.1	iMM904.YLR308W	28.1	167	106	6	59	218	120	279	9.20e-09	54.7
NP_388039.1	iYO844.BSU01580	100	478	0	0	1	478	1	478	0.0	875
NP_388040.2	iLB1027_lipid.PHATRDRAFT_3046	23.8	227	165	5	67	291	79	299	3.89e-05	44.3
NP_388042.2	iYO844.BSU01610	100	336	0	0	1	336	1	336	4.00e-232	632
NP_388043.1	iYO844.BSU01620	100	334	0	0	1	334	1	334	5.44e-229	624
NP_388044.1	iYO844.BSU01630	100	317	0	0	1	317	1	317	2.77e-218	596
NP_388045.1	iYS854.USA300HOU_RS11785	24.1	216	150	4	322	523	106	321	3.39e-09	58.2
NP_388047.1	iLJ478.TM0809	28.7	317	201	5	74	389	17	309	4.54e-39	149
NP_388048.2	iML1515.b2430	53.5	402	187	0	40	441	31	432	3.98e-163	466
NP_388049.3	iYO844.BSU01680	100	455	0	0	1	455	1	455	5.60e-306	829
NP_388050.1	iYS854.USA300HOU_RS01685	23.2	246	178	3	9	254	7	241	5.63e-20	86.7
NP_388051.1	iCN900.CD630_30460	51.2	293	143	0	7	299	6	298	7.85e-96	285
NP_388051.1	iSbBS512_1146.SbBS512_E2800	47.6	296	155	0	5	300	1	296	3.42e-93	278
